repo,Country,Postal Code,State,University,altfooter,audience,auto-migrated,city,code_repositories,country,currency,dates,displaytext,download_links,headerimage,lang,layout,leaders,leaders_list,level,license,maintenance,meeting-plaform,meeting-platform,meetup,meetup group,meetup-group,order,permalink,pitch,postal-code,pricing,project,project_classification,redirect_from,ref,region,sidebar_type,site_side,social_facebook,social_linkedin,social_meetup,social_twitter,social_youtube,spnews,state,tabtext,tag,tags,title,type,url,video1,video2
OWASP/www-event-2023-Global-AppSec-Dublin,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,,,,
OWASP/www-project-application-security-monitoring-standard,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-dharma-samaj-college,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-baku,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-project-software-pre-execution-security-review,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-elaz-g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-chapter-san-juan,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,✔,✔,✔,✔,,,,,,✔,✔,,,,
OWASP/www-chapter-belleville,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-morelia,,,,,,,,,,,,,,,,,✔,,✔,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-domain-protect,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,,,,,✔,,,,,✔,,,,,,✔,✔,✔,,,
OWASP/www-chapter-ljubljana,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,✔,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-new-delhi,,,,,,,,,,✔,✔,,,,,,✔,,✔,✔,,,,,,,✔,,,,,,,,,,✔,,,✔,,✔,✔,,,,,,✔,✔,,,,
OWASP/www-chapter-bhubaneswar,,,,,,,,,,✔,,,,,,,✔,,✔,✔,,,,,,,,,,,✔,,,,,,✔,,,,,✔,✔,,,,,,✔,✔,,,,
OWASP/www-chapter-limassol,,,,,,,,,,✔,,,,,,,✔,,✔,✔,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-bergen,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-bbditm,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,✔,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-comsats-university,✔,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,✔,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-chennai-institute-of-technology,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,,,,,,,,,,,✔,,,,,,✔,,,,,,✔,✔,,,,
OWASP/www-project-ai-security-and-privacy-guide,,,,,,,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/secure-coding-practices-quick-reference-guide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/KubeLight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-project-mlsecops-verification-standard,,,,,,✔,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-chapter-visakhapatnam,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,,,,,,,,,,,✔,,,,✔,,,✔,,,,,✔,✔,,,,
OWASP/www-chapter-belgrade,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-bangkok,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,,,,,,,,,,,✔,,,✔,,,,✔,,,,,✔,✔,,,,
OWASP/www-project-cloud-tenant-isolation,,,,,,,,,,,,,,,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-scrappy,,,,,,,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-smart-contract-top-10,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-cervantes,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,✔,✔,,,,,✔,✔,✔,,,
OWASP/www-project-top-25-parameters,,,,,,✔,,,✔,,,,,✔,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-event-2023-Global-AppSec-DC,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,,,,
OWASP/www-chapter-mahendra-engineering-college,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,✔,,,,,,,,,,,✔,,,,✔,✔,,,,,,,,✔,,,,
OWASP/www-chapter-astana,,,,,,,,,,,,,,,,,✔,,✔,,,,,,,,,,,,,,,,,,✔,,,,✔,,,,,,,,✔,✔,,,,
OWASP/www-chapter-jct-college-of-engineering-and-technology,,,,,,,,,,✔,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,✔,,,,✔,✔,✔,,,,,,✔,✔,,,,
OWASP/www-project-devsecops-top-10,,,,,,✔,,,✔,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-ebpfshield,,,,,,,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-cognito-catastrophe,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-ide-vulscanner,,,,,,,,,✔,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,
OWASP/www-project-devsecops,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-machine-learning-minefield,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-asvs-security-evaluation-templates-with-nuclei,,,,,,✔,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-data-analysis-visualization-and-ingestion-domain,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-cumulus,,,,,,✔,,,✔,,,,,✔,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-chapter-barasat,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-maui,,,,,,,,,✔,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,✔,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-sharda-university-student-chapter,,,,,,,,,,✔,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-blockchain-appsec-standard,,,,,,✔,,,✔,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-event-2023-event-template,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,,,,
OWASP/OEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-chapter-st.-john-college-of-engineering-and-management,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,,,,,,,,,,,✔,,,,✔,✔,✔,,,,,,✔,✔,,,,
OWASP/www-chapter-dy-patil-international-university,,,,,,,,,,,,,,,,,✔,,✔,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-mobile-application-security-design-guide,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-chapter-tallinn,,,,,,,,,✔,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,,✔,,✔,,,,,,✔,✔,,,,
OWASP/www-project-four-clover,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-chapter-gautam-buddha-university,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-event-2023-Global-AppSec-Singapore,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,,,,
OWASP/www-chapter-owasp-chandigarh-chapter,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-chandigarh-university,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/cumulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-chapter-beja,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/vulnerable-container-hub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/SAPKiln,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-project-open-security-information-base,,,,,,✔,,,✔,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-top-10-for-large-language-model-applications,,,,,,,,,✔,,,,,,,,✔,,,✔,,,,,,,,,,✔,,,,,,,,,,,✔,,✔,,,,,,✔,✔,✔,,,
OWASP/www-project-web-hacking-incident-database,,,,,,✔,,,✔,,,,,✔,,,✔,,✔,,,,,,,,,,,✔,,,,✔,,,,✔,,,,,✔,,,,,,✔,✔,✔,,,
OWASP/www-chapter-baddi,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-kubefim,,,,,,✔,,,✔,,,,,✔,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-chapter-des-plaines,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,✔,✔,✔,,✔,,,,,✔,✔,,,,
OWASP/www-chapter-tiruppur,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-kaithal,,,,,,,,,,✔,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,✔,,,,✔,✔,,,,,,,✔,✔,,,,
OWASP/www-project-security-bridge,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-deepsecrets,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,✔,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/WAFEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-chapter-montgomery,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-api-governance,,,,,,,,,✔,,,,,✔,,,✔,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,,,,
OWASP/www-chapter-national-institute-of-engineering-mysuru,,,,,,,,,,✔,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,✔,,,,✔,,,,,,,,✔,✔,,,,
OWASP/www-project-llm-prompt-hacking,,,,,,✔,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-thakur-college-of-engineering-and-technology,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-swabi,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,✔,✔,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-mef-university,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-llm-verification-standard,,,,,,✔,,,✔,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-ksecurity,,,,,,,,,,,,,,✔,,,,,✔,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,
OWASP/OSIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-project-dep-scan,,,,,,,,,,,,,,✔,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-chapter-hosur,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-iot-security-testing-guide,,,,,,✔,,,,,,,,,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-untrust,,,,,,✔,,,✔,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-memory-safety,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-vadlamudi,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-sa-engineering-college,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-wilmington-nc,,,,,,,,,✔,✔,✔,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,✔,✔,✔,✔,✔,,,,,✔,✔,,,,
OWASP/www-project-ai-top-ten,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-bursa-technical-university,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,,,,,,,,,,,✔,,,,✔,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-jecrc-university,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-chirps,,,,,,✔,,,✔,,,,,✔,,,✔,,,✔,,,,,,,,,,✔,,,,✔,,,,,,,,✔,,,,,,,✔,✔,✔,,✔,✔
OWASP/www-chapter-georgetown-penang,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-event-2023-test-event,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,,,,
OWASP/www-project-bullet-proof-react,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/OFFAT,,,,,,✔,,,✔,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-sbom-forum,,,,,,✔,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-kalasalingam-academy-of-research-and-education,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,,,,,,,,,,,✔,,,,✔,,,✔,,,,,✔,✔,,,,
OWASP/www-project-top-10-infrastructure-security-risks,,,,,,✔,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,,,,,✔,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-gwaram,,,,,,,,,,✔,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-open-source-software-top-10,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,✔,,,,,,,✔,,,,,,,,✔,✔,✔,,,
OWASP/security-bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-chapter-kalyan,,,,,,,,,,✔,,,,,,,✔,,✔,✔,,,,,,,✔,,,,,,,,,,✔,,,,,✔,✔,,,,,,✔,✔,,,,
OWASP/owasp-istg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-chapter-kumaraguru-college-of-technology,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,,,,,,,,,,,✔,,,,✔,,,,,,,,✔,✔,,,,
OWASP/www-chapter-rmk-college-of-engineering-and-technology,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-kiet-group-of-institutions,,,,,,,,,,✔,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,✔,,,,,,,,✔,✔,,,,
OWASP/www-chapter-indian-institute-of-information-technology-kottayam,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,,,,,,,,,,,✔,,,,✔,,,,,,,,✔,✔,,,,
OWASP/www-chapter-algiers,,,,,,,,,,✔,,,,,,,✔,,,✔,,,,,,,✔,,,,,,,,,,✔,,,✔,✔,✔,✔,✔,,,,,✔,✔,,,,
OWASP/www-project-security-c4po,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,,✔,,,,,✔,✔,✔,,,
OWASP/www-project-top-10-in-xr,,,,,,✔,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-antiforensics-project,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-chapter-kampala,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-itanagar,,✔,,,,,,,,✔,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,✔,,,,✔,✔,✔,,,,,,✔,✔,,,,
OWASP/www-project-dragon-gpt,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-event-2024-Global-AppSec-SanFrancisco,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,,,,
OWASP/www-project-product-security-capability-framework,,,,,,✔,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,✔,,,,,✔,✔,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-consigliere---your-sast-fixing-advisor,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-chapter-psna-college-of-engineering-and-technology,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,,,,,,,,,,,✔,,,✔,,,✔,,,,,,✔,✔,,,,
OWASP/www-chapter-bratislava,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-nottingham,,,,,,,,,,,,,,,,,✔,,✔,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/wrongsecrets-research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-event-2024-Global-AppSec-Lisbon,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,,,,
OWASP/www-supporters,,,,,,,,,,,,,,,,,✔,,,,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-izmir,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-bahia-blanca,,,,,,,,,,✔,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,✔,,,,,,,,✔,✔,,,,
OWASP/www-chapter-manipal-institute-of-technology,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-sapkiln,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-thick-client-application-security-verification-standard,,,,,,,,,,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-chapter-kolhapur,,,,,,,,,,✔,,,,,,,✔,,,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-naivesystems-analyze,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-de-addiction,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-logrono,,,,,,,,,,✔,✔,,,,,,✔,,,✔,,,,,,,✔,,,,,,,,,,✔,,✔,,✔,✔,,,,,,,✔,✔,,,,
OWASP/www-project-qraclib,,,,,,✔,,,✔,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-appsec-contract-builder,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-st.-josephs-group-of-institutions,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,,,,,,,,,,,✔,,,,✔,,✔,✔,,,,,✔,✔,,,,
OWASP/www-project-cybersecurity-certification-course,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/project-handbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-project-solana-programs-top-10,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,✔,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-pryingdeep,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-secure-pipeline-verification-standard--spvs-,,,,,,✔,,,✔,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-modsecurity,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,✔,,,,,,✔,✔,✔,,,
OWASP/PSCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWASP/www-project-devguard,,,,,,✔,,,✔,,,,,,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-common-lifecycle-enumeration,,,,,,✔,,,,,,,,,,,✔,,✔,✔,✔,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-project-product-security-guide,,,,,,✔,,,✔,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,✔,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-chapter-bahria-university-lahore,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,,,,,,,,,,,✔,,,,✔,,,✔,,,,,✔,✔,,,,
OWASP/www-project-devsecops-automation-matrix,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,✔,,,
OWASP/www-chapter-augsburg,,,,,,,,,,✔,,,,,,,✔,,,,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-chapter-klagenfurt,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,,,✔,,,,,,,✔,✔,,,,
OWASP/www-project-skyshield,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-project-java-security-toolkit,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-buea,,,,,,,,,✔,✔,,,,,,,✔,,✔,,,,,,,,✔,,,,,,,,,,✔,,,,,✔,✔,,,,,,✔,✔,,,,
OWASP/www-project-privacy-toolkit,,,,,,✔,,,,,,,,✔,,,✔,,✔,✔,,,,,,,,,,✔,,,,✔,,,,,,,,,,,,,,,✔,✔,,,,
OWASP/www-chapter-sri-ramakrishna-engineering-college,,,,,,,,,,✔,,,,,,,✔,,✔,,,,,,,,,,,,,,,,,,✔,,,,,,,,,,,,✔,✔,,,,
